nome_municipio,sigla_uf,taxa_ano_anterior,meta_alfabetizacao,risco_%
Brazabrantes,GO,48.93,54.03,51.7
Sapucaia do Sul,RS,59.74,62.6,51.7
Nova Ipixuna,PA,44.35,50.09,51.7
Santa Maria da Vitória,BA,32.33,39.29,51.7
Pio XII,MA,24.85,32.07,51.7
Quarto Centenário,PR,79.88,79.9,51.7
Tupãssi,PR,70.71,72.18,51.7
Tombos,MG,56.82,60.67,51.7
Marechal Cândido Rondon,PR,75.3,76.01,51.7
Laje,BA,46.61,52.04,51.7
São Caitano,PE,45.1,50.74,51.6
Americano do Brasil,GO,74.3,75.18,51.6
Quixaba,PE,80.26,80.0,51.6
São Bento Abade,MG,58.23,61.84,51.6
Itajá,GO,81.81,80.0,51.6
Assaí,PR,88.72,80.0,51.5
Várzea Branca,PI,25.97,33.18,51.5
Aracitaba,MG,80.0,80.0,51.5
Tucumã,PA,58.8,62.31,51.5
Ponta Porã,MS,55.04,61.45,51.5
Érico Cardoso,BA,68.05,69.97,51.4
Brusque,SC,65.9,70.5,51.4
Panambi,RS,77.7,76.0,51.4
Igrapiúna,BA,30.3,37.38,51.4
Heliodora,MG,48.35,53.53,51.4
Montauri,RS,100.0,80.0,51.4
Aracoiaba,CE,87.25,80.0,51.4
Mocajuba,PA,31.97,38.95,51.4
Pitanga,PR,72.99,74.08,51.3
Novo Airão,AM,75.38,76.5,51.3
Cabo Verde,MG,71.99,73.25,51.3
Itapira,SP,58.07,63.71,51.3
Almirante Tamandaré,PR,52.44,57.0,51.3
Tabaí,RS,55.83,63.05,51.3
Riqueza,SC,83.43,80.0,51.3
Itaporã,MS,68.46,70.79,51.3
Buriticupu,MA,39.23,45.58,51.3
Catanduvas,SC,68.3,70.18,51.2
Massapê do Piauí,PI,45.94,51.46,51.2
Marquinho,PR,73.99,74.92,51.2
Mirabela,MG,63.94,62.46,51.2
Piripiri,PI,33.16,40.06,51.2
Sebastião Laranjeiras,BA,59.03,62.51,51.2
Coruripe,AL,94.13,80.0,51.2
Chaval,CE,75.3,76.01,51.2
Doutor Severiano,RN,53.88,58.21,51.1
Arara,PB,35.35,42.08,51.1
Liberato Salzano,RS,82.63,74.33,51.1
Vargem Alegre,MG,82.74,80.0,51.1
Campinas do Sul,RS,90.14,80.0,51.1
Garanhuns,PE,52.28,56.86,51.1
Linha Nova,RS,100.0,80.0,51.1
Heliópolis,BA,31.4,38.42,51.1
Passagem,PB,79.52,79.59,51.0
Itaguaru,GO,81.65,80.0,51.0
São João do Oriente,MG,83.42,80.0,51.0
Porto Vitória,PR,84.62,80.0,51.0
Aperibé,RJ,59.34,62.76,50.9
Foz do Jordão,PR,83.19,80.0,50.9
Riachão do Bacamarte,PB,44.56,50.27,50.9
Pedro II,PI,25.09,32.31,50.9
Conceição do Castelo,ES,77.46,77.84,50.9
Arraial do Cabo,RJ,50.49,55.35,50.9
Santo Antônio do Itambé,MG,46.96,52.34,50.9
Itinga,MG,42.04,56.85,50.9
Coronel Barros,RS,84.76,80.0,50.9
Mazagão,AP,29.38,36.5,50.9
Anísio de Abreu,PI,46.55,51.99,50.9
Iguaí,BA,49.55,54.55,50.8
Porteirão,GO,83.88,80.0,50.8
Quedas do Iguaçu,PR,70.42,73.0,50.8
Barra Mansa,RJ,59.19,62.64,50.8
Congonhal,MG,73.46,74.47,50.8
Aliança,PE,55.15,59.27,50.8
Acauã,PI,81.71,80.0,50.8
Três Ranchos,GO,79.46,79.54,50.8
Marabá,PA,51.46,56.17,50.8
Itabirinha,MG,68.23,67.27,50.8
Inhaúma,MG,46.98,52.36,50.7
Icó,CE,80.08,80.0,50.7
Santo Antônio do Rio Abaixo,MG,60.0,63.31,50.7
Feira da Mata,BA,55.73,59.76,50.7
Senador José Porfírio,PA,33.22,40.12,50.6
Indiara,GO,67.15,69.23,50.6
Lagarto,SE,40.43,42.31,50.6
Caxambu do Sul,SC,69.54,71.21,50.6
Santana,BA,29.91,37.01,50.6
Cocos,BA,48.62,53.76,50.6
São Miguel do Araguaia,GO,86.66,80.0,50.6
Jaguaquara,BA,46.31,51.78,50.6
Naque,MG,79.54,79.61,50.6
Rio Paranaíba,MG,78.7,78.89,50.5
São João,PR,87.03,80.0,50.5
São João Batista do Glória,MG,82.43,80.0,50.5
Santaluz,BA,25.08,32.3,50.5
Contenda,PR,78.38,78.62,50.5
Ibertioga,MG,89.43,80.0,50.5
Boa Esperança,ES,76.37,77.19,50.5
Raposa,MA,68.06,69.98,50.5
Santarém Novo,PA,52.16,56.76,50.5
São Francisco de Paula,RS,62.28,60.65,50.5
Ubiratã,PR,85.59,80.0,50.5
Lajedinho,BA,50.0,54.93,50.5
Santa Terezinha de Itaipu,PR,81.3,80.0,50.5
Santa Rita do Novo Destino,GO,87.69,80.0,50.5
Rio do Antônio,BA,62.54,65.42,50.4
Videira,SC,62.1,61.06,50.4
Dom Aquino,MT,88.28,80.0,50.4
Curionópolis,PA,50.76,55.58,50.4
Sanharó,PE,41.8,47.86,50.4
Batatais,SP,64.89,64.07,50.4
São Pedro do Butiá,RS,82.14,80.0,50.4
Nova Londrina,PR,77.67,78.01,50.4
Capim,PB,56.03,60.01,50.4
Vicentina,MS,63.33,67.77,50.4
Nova Canaã,BA,29.48,36.6,50.4
Paranhos,MS,44.89,50.56,50.4
Cruz Alta,RS,58.96,61.17,50.4
Poção,PE,62.55,65.42,50.4
Itacaré,BA,32.32,39.28,50.4
Riacho de Santo Antônio,PB,78.57,78.78,50.4
Ewbank da Câmara,MG,35.65,42.36,50.4
Canarana,BA,29.21,36.34,50.4
Carira,SE,33.52,40.4,50.3
Caturité,PB,53.0,57.47,50.3
Castelo,ES,72.21,73.43,50.3
Barracão,PR,72.57,73.73,50.3
Victor Graeff,RS,88.92,80.0,50.3
Divinópolis do Tocantins,TO,39.09,45.46,50.3
São Francisco do Oeste,RN,56.85,60.69,50.3
Ubaí,MG,68.82,71.8,50.3
Ituberá,BA,44.09,49.86,50.3
Dário Meira,BA,37.81,44.31,50.3
Brejo da Madre de Deus,PE,52.96,57.44,50.2
Pirapemas,MA,83.02,80.0,50.2
Teresina,PI,48.21,53.41,50.2
Palestina de Goiás,GO,79.55,79.61,50.2
Terenos,MS,56.94,63.66,50.2
Camaragibe,PE,58.66,62.2,50.2
Governador Archer,MA,88.98,80.0,50.2
Senhor do Bonfim,BA,19.93,27.01,50.2
Missão Velha,CE,74.75,75.55,50.2
Cristiano Otoni,MG,72.12,73.35,50.2
Barro,CE,67.84,69.8,50.1
Coronel Domingos Soares,PR,78.28,78.53,50.1
Diorama,GO,100.0,80.0,50.1
Doutor Ulysses,PR,76.32,76.87,50.1
Planalto,PR,87.64,80.0,50.1
Cidade Gaúcha,PR,64.72,67.22,50.1
Nova Aliança do Ivaí,PR,38.1,44.57,50.1
Chiador,MG,77.53,77.9,50.0
São Manoel do Paraná,PR,95.44,80.0,50.0
Serranópolis de Minas,MG,95.35,80.0,50.0
Santo Antônio do Jacinto,MG,62.95,65.75,50.0
Palmeira,SC,67.15,69.23,50.0
Divisa Alegre,MG,50.93,55.72,50.0
Maiquinique,BA,29.83,36.93,49.9
Campo Azul,MG,84.73,80.0,49.9
Vale de São Domingos,MT,48.81,53.92,49.9
Belo Jardim,PE,49.69,54.67,49.9
Getúlio Vargas,RS,80.09,74.54,49.9
Abadia dos Dourados,MG,61.41,64.48,49.9
Muniz Freire,ES,86.15,80.0,49.9
Sagrada Família,RS,78.81,78.98,49.9
Santa Maria do Salto,MG,57.42,52.64,49.9
Céu Azul,PR,81.6,80.0,49.8
Alto Piquiri,PR,74.73,75.54,49.8
Cascalho Rico,MG,63.9,66.54,49.8
Nova Esperança do Piriá,PA,35.64,42.35,49.8
Tracuateua,PA,48.47,53.63,49.8
Mirassol d'Oeste,MT,49.04,56.36,49.8
Santa Lúcia,PR,79.5,79.57,49.8
Governador Mangabeira,BA,36.92,43.51,49.8
Santa Inês,PR,96.75,80.0,49.7
Guaraciaba,SC,83.28,80.0,49.7
Dom Pedro de Alcântara,RS,95.45,80.0,49.7
Linhares,ES,63.76,66.76,49.7
Munhoz de Melo,PR,53.23,57.66,49.7
Ouro Verde do Oeste,PR,86.73,80.0,49.7
Campos Sales,CE,84.18,80.0,49.7
Mata de São João,BA,54.01,58.32,49.7
Alvorada D'Oeste,RO,33.55,36.33,49.7
Quixeré,CE,86.21,80.0,49.7
São Félix de Minas,MG,68.09,70.01,49.7
Maratá,RS,67.82,69.78,49.6
Esperantina,TO,40.82,47.0,49.6
Santa Maria do Cambucá,PE,83.17,80.0,49.6
Iporá,GO,78.36,78.6,49.6
Pedras de Maria da Cruz,MG,28.66,35.81,49.6
Ibipeba,BA,29.8,36.9,49.5
Lagoa Dourada,MG,63.91,66.55,49.5
Amambai,MS,42.01,48.04,49.5
Barros Cassal,RS,62.26,55.82,49.5
Bacuri,MA,67.67,69.66,49.5
Ourém,PA,47.93,53.68,49.5
Novo Brasil,GO,84.09,80.0,49.5
Urussanga,SC,67.36,70.65,49.5
Canápolis,BA,37.3,43.85,49.5
Santa Bárbara,BA,21.01,28.15,49.5
Guaratuba,PR,67.35,69.4,49.4
São Domingos,PB,83.33,80.0,49.4
Cândido Godói,RS,78.96,76.2,49.4
Desterro,PB,50.13,59.88,49.4
Pontal do Paraná,PR,71.19,72.58,49.3
Boqueirão,PB,38.0,44.48,49.3
Palmital,PR,74.27,75.15,49.3
Axixá,MA,81.88,80.0,49.3
Joaquim Pires,PI,55.54,59.6,49.3
Pio IX,PI,35.27,42.01,49.3
Inocência,MS,33.64,40.51,49.3
Feira de Santana,BA,31.96,38.95,49.3
Senhora dos Remédios,MG,97.12,80.0,49.2
Lajeado Novo,MA,60.63,63.83,49.2
Casca,RS,81.43,80.0,49.2
Milagres,CE,75.28,76.0,49.2
Palmeira dos Índios,AL,31.61,39.15,49.2
Paramirim,BA,46.89,52.28,49.2
Caconde,SP,70.13,71.78,49.2
Beberibe,CE,78.11,78.39,49.1
Divisa Nova,MG,64.28,66.86,49.1
São João do Rio do Peixe,PB,42.09,48.11,49.1
Apicum-Açu,MA,31.51,38.52,49.1
Antônio Prado de Minas,MG,78.57,78.78,49.1
Milagres,BA,33.87,40.72,49.0
Taquaritinga do Norte,PE,59.65,63.02,49.0
Juruaia,MG,78.5,78.72,49.0
Quinze de Novembro,RS,74.37,70.67,49.0
Dom Inocêncio,PI,97.37,80.0,49.0
Itiquira,MT,42.56,48.53,49.0
Itambé,PR,89.72,80.0,49.0
Bayeux,PB,35.43,40.74,49.0
Condor,RS,83.87,80.0,49.0
São Lourenço do Oeste,SC,71.41,72.76,48.9
Guamiranga,PR,79.53,79.6,48.9
Malhador,SE,31.75,41.11,48.9
Coluna,MG,64.06,66.67,48.9
Ponte Preta,RS,60.0,63.31,48.9
Morada Nova de Minas,MG,86.32,80.0,48.9
Ouvidor,GO,65.43,67.81,48.9
Girau do Ponciano,AL,35.73,42.43,48.9
José de Freitas,PI,49.82,54.78,48.9
Castro Alves,BA,44.01,49.79,48.9
Armazém,SC,76.92,72.02,48.8
Itapaci,GO,78.84,79.01,48.8
Palmeiras de Goiás,GO,67.97,69.91,48.8
Rio Claro,SP,50.51,55.16,48.8
São Pedro da União,MG,76.97,77.42,48.8
Cassilândia,MS,37.72,44.23,48.8
Buriti,MA,44.96,50.62,48.8
Taquari,RS,61.7,54.6,48.8
Brejões,BA,53.47,57.86,48.8
Floresta do Piauí,PI,100.0,80.0,48.8
Anápolis,GO,72.06,73.43,48.7
Guaxupé,MG,53.45,57.85,48.7
Banabuiú,CE,80.28,80.0,48.7
Franca,SP,63.83,61.42,48.7
Santiago do Sul,SC,73.68,74.66,48.7
Maranguape,CE,79.76,79.79,48.7
Braúnas,MG,72.23,73.45,48.7
Jequiá da Praia,AL,50.22,55.12,48.7
Mostardas,RS,49.68,56.1,48.7
Jucurutu,RN,28.69,34.74,48.7
Sinop,MT,55.53,60.84,48.7
Ibicuí,BA,58.94,62.43,48.7
Lagoa Salgada,RN,23.4,30.02,48.7
Olímpio Noronha,MG,62.27,65.19,48.6
Galvão,SC,80.83,80.0,48.6
Amaporã,PR,71.89,73.16,48.6
Ibarama,RS,71.02,72.44,48.6
Boa Vista do Buricá,RS,83.45,80.0,48.6
Gravatal,SC,54.05,57.16,48.6
Portelândia,GO,71.68,72.99,48.6
Serra Talhada,PE,76.13,76.71,48.6
Coaraci,BA,37.24,43.8,48.6
Alvarães,AM,46.27,46.19,48.6
Barra do Piraí,RJ,45.28,50.89,48.6
Bom Jesus do Oeste,SC,73.31,74.35,48.5
Ibotirama,BA,42.38,48.37,48.5
Maragogi,AL,32.4,39.36,48.5
Capão do Leão,RS,49.19,53.81,48.5
Nazária,PI,77.65,78.0,48.5
Sarandi,RS,72.22,72.81,48.5
Cordisburgo,MG,65.59,70.99,48.5
Itambé,PE,48.56,53.71,48.5
Juruá,AM,48.13,46.8,48.5
Glória,BA,35.91,42.59,48.5
Brumadinho,MG,70.28,71.82,48.4
Sigefredo Pacheco,PI,45.16,50.79,48.4
Jaguarão,RS,63.56,53.41,48.4
Parazinho,RN,47.0,52.37,48.4
Coronel Martins,SC,73.68,74.66,48.4
Nova Viçosa,BA,56.37,60.29,48.4
Macaúbas,BA,43.5,49.35,48.4
Cidelândia,MA,66.44,68.64,48.4
Minas Novas,MG,70.15,71.72,48.4
Abaíra,BA,34.57,41.37,48.4
Tremedal,BA,49.49,54.5,48.4
Triunfo,PB,50.08,55.0,48.4
Canhotinho,PE,48.26,53.45,48.4
Mendes Pimentel,MG,79.65,79.7,48.4
São Pedro dos Ferros,MG,81.45,80.0,48.3
Vermelho Novo,MG,73.55,74.55,48.3
Currais Novos,RN,38.87,47.33,48.3
Alpercata,MG,46.13,51.63,48.3
Rafael Godeiro,RN,29.93,37.03,48.3
Abreu e Lima,PE,47.44,52.75,48.3
Paulo Bento,RS,62.5,65.38,48.3
Porto Murtinho,MS,30.48,37.55,48.3
Cláudia,MT,51.33,61.97,48.2
Atalaia,AL,32.36,39.32,48.2
Marapanim,PA,28.74,35.89,48.2
Pindaré-Mirim,MA,40.94,47.1,48.2
Magé,RJ,46.26,51.74,48.2
Caiçara do Norte,RN,31.2,38.23,48.2
Lagoa de Velhos,RN,41.67,47.75,48.2
Brejolândia,BA,41.09,47.23,48.2
Ilópolis,RS,90.93,80.0,48.2
Eunápolis,BA,34.62,41.41,48.1
Alto Paraíso de Goiás,GO,82.88,80.0,48.1
Mombaça,CE,93.52,80.0,48.1
São Bentinho,PB,65.98,68.26,48.1
Itapirapuã,GO,34.36,41.17,48.1
São Bento do Una,PE,55.89,59.89,48.1
Lima Campos,MA,86.67,80.0,48.0
Carvalhos,MG,80.29,80.0,48.0
Itaquaquecetuba,SP,42.63,48.89,48.0
Pinhal de São Bento,PR,91.12,80.0,48.0
Nova Roma do Sul,RS,82.57,80.0,48.0
Protásio Alves,RS,79.98,79.98,48.0
Ingazeira,PE,78.57,78.78,48.0
Periquito,MG,45.31,50.92,48.0
Iúna,ES,71.91,73.2,48.0
Bom Jesus do Araguaia,MT,31.32,38.34,48.0
General Maynard,SE,20.0,27.09,48.0
Carmo do Rio Verde,GO,78.85,79.02,47.9
Itororó,BA,47.4,52.72,47.9
Hugo Napoleão,PI,82.43,80.0,47.9
Sorocaba,SP,49.09,53.15,47.9
Nazaré do Piauí,PI,46.93,52.31,47.9
Araporã,MG,62.72,65.56,47.9
Passos Maia,SC,64.91,54.31,47.9
Queimada Nova,PI,60.22,63.49,47.9
Nanuque,MG,60.97,56.6,47.9
Cristópolis,BA,44.52,50.23,47.9
São José do Povo,MT,80.66,80.0,47.9
Pai Pedro,MG,62.52,65.4,47.8
Delfim Moreira,MG,63.46,66.18,47.8
Cândido Sales,BA,38.1,44.57,47.8
Siriri,SE,47.06,52.43,47.8
Gonzaga,MG,66.42,68.63,47.8
Cajuri,MG,64.21,66.8,47.8
Santa Bárbara,MG,69.91,71.52,47.8
Soledade,PB,33.51,40.39,47.8
São Romão,MG,50.94,55.73,47.8
Lajinha,MG,72.03,73.28,47.7
São Francisco de Itabapoana,RJ,43.51,49.36,47.7
Nossa Senhora do Socorro,SE,21.3,26.93,47.7
Ibicuitinga,CE,96.13,80.0,47.7
Godofredo Viana,MA,82.97,80.0,47.7
Castro,PR,74.26,75.14,47.7
Altamira do Maranhão,MA,90.52,80.0,47.7
São José do Rio Pardo,SP,55.33,52.98,47.7
Cachoeira do Arari,PA,57.05,56.72,47.7
Mateus Leme,MG,56.77,60.63,47.7
Baião,PA,27.52,34.71,47.6
Pindaí,BA,71.04,72.46,47.6
Aguiarnópolis,TO,25.2,32.42,47.6
Claro dos Poções,MG,70.05,71.63,47.6
Ponto Chique,MG,61.32,64.41,47.6
Fernando Pedroza,RN,32.84,39.77,47.5
Vidal Ramos,SC,73.28,74.32,47.5
Parintins,AM,61.37,56.53,47.5
Presidente Médici,RO,59.4,65.31,47.5
Passagem Franca do Piauí,PI,100.0,80.0,47.5
Tamarana,PR,73.85,74.8,47.5
Cumbe,SE,44.12,49.89,47.5
Taipu,RN,35.92,43.17,47.5
Nova Era,MG,60.32,63.58,47.5
Caranaíba,MG,70.0,71.59,47.4
São Tomás de Aquino,MG,68.13,70.04,47.4
Graça Aranha,MA,72.78,73.9,47.4
Arenópolis,GO,91.53,80.0,47.3
Campo Limpo de Goiás,GO,86.91,80.0,47.3
Curvelândia,MT,33.24,40.14,47.3
Itá,SC,64.44,70.81,47.3
Viçosa,RN,58.93,62.42,47.3
Anahy,PR,62.4,65.3,47.3
Bertópolis,MG,29.73,62.87,47.3
Paulistana,PI,45.07,50.71,47.3
Várzea Grande,PI,93.66,80.0,47.3
São Simão,GO,72.78,73.9,47.3
São José da Lapa,MG,62.41,65.31,47.2
Pranchita,PR,84.27,80.0,47.2
Cipotânea,MG,77.76,74.17,47.2
Terra Nova,BA,23.25,30.46,47.2
Colniza,MT,41.71,47.78,47.2
Conquista D'Oeste,MT,40.85,47.02,47.2
Amapá do Maranhão,MA,22.97,30.17,47.2
Santa Cruz da Baixa Verde,PE,75.38,76.08,47.1
Jataí,GO,64.01,66.63,47.1
Taiobeiras,MG,66.19,70.99,47.1
Brejo do Piauí,PI,50.33,55.21,47.1
Itapecerica,MG,77.04,73.56,47.1
Balneário Piçarras,SC,61.5,64.55,47.1
Nova Monte Verde,MT,77.16,77.58,47.1
Caracol,MS,49.46,54.48,47.1
Jacutinga,RS,90.32,80.0,47.1
Andradas,MG,56.29,60.22,47.1
Capinzal,SC,72.28,73.49,47.0
Matina,BA,41.7,47.77,47.0
Orocó,PE,45.91,51.44,47.0
Boa Vista,PB,68.57,70.41,47.0
Candiba,BA,46.72,52.13,46.9
Ibipitanga,BA,44.17,49.93,46.9
Sabará,MG,57.15,60.94,46.9
Vespasiano,MG,54.97,58.37,46.9
Araruama,RJ,50.86,55.66,46.9
Andorinha,BA,32.96,39.88,46.9
São João dos Patos,MA,53.56,57.94,46.8
Primavera do Leste,MT,48.71,54.21,46.8
Cacimba de Dentro,PB,79.49,79.56,46.8
Marilac,MG,63.09,65.87,46.8
Colíder,MT,49.25,54.3,46.8
Itatuba,PB,23.32,30.53,46.8
Itaberaba,BA,42.22,48.23,46.8
Juara,MT,49.53,57.76,46.8
Santa Margarida,MG,71.98,73.24,46.8
Primavera de Rondônia,RO,86.09,80.0,46.8
Douradina,MS,28.79,35.93,46.8
Miracema,RJ,67.56,69.57,46.7
Inhumas,GO,81.28,80.0,46.7
Joaquim Távora,PR,85.53,80.0,46.7
São Lourenço da Mata,PE,44.07,49.84,46.7
Jacinto Machado,SC,55.07,57.49,46.7
Passa Quatro,MG,85.98,80.0,46.7
Mataraca,PB,85.94,80.0,46.7
Nossa Senhora da Glória,SE,31.86,36.66,46.7
Cruzeiro do Oeste,PR,74.06,74.97,46.7
Pontes e Lacerda,MT,65.94,69.94,46.7
Ouro Fino,MG,64.5,66.49,46.7
Serra Dourada,BA,28.99,36.13,46.7
Anajás,PA,26.81,34.01,46.7
Davinópolis,MA,66.75,68.9,46.7
Tabuleiro,MG,80.53,80.0,46.7
Itaipé,MG,63.67,61.22,46.7
Serra de São Bento,RN,26.92,34.12,46.6
Tapera,RS,75.82,64.43,46.6
Santa Terezinha do Progresso,SC,54.12,58.41,46.6
Itamarati,AM,74.47,72.11,46.6
Fátima do Sul,MS,60.8,63.97,46.6
Cruzeta,RN,65.12,56.46,46.6
Bocaina,PI,90.77,80.0,46.6
Juramento,MG,63.23,65.99,46.6
São Sebastião do Passé,BA,49.95,54.89,46.5
Rio Sono,TO,27.83,35.01,46.5
Lagoa de Dentro,PB,67.61,69.61,46.5
São Joaquim do Monte,PE,68.5,70.35,46.5
Piraquê,TO,26.08,33.29,46.5
Cabeceiras do Piauí,PI,19.85,26.93,46.5
Cerejeiras,RO,58.53,62.09,46.5
Santa Cruz do Xingu,MT,53.52,57.91,46.5
Carnaúba dos Dantas,RN,65.52,67.88,46.5
Barra,BA,26.84,34.04,46.5
Andaraí,BA,44.8,50.48,46.5
Itambé do Mato Dentro,MG,77.78,78.11,46.5
Major Sales,RN,31.42,38.44,46.4
Luislândia,MG,59.68,54.93,46.4
Sussuapara,PI,27.08,34.28,46.4
Santo Antônio do Descoberto,GO,42.71,48.66,46.4
Barro Duro,PI,38.31,44.76,46.4
Palminópolis,GO,89.15,80.0,46.4
Dom Eliseu,PA,59.32,62.75,46.4
Cotia,SP,50.73,55.5,46.4
Cumaru,PE,76.43,76.97,46.4
Poço Fundo,MG,81.87,80.0,46.4
Monte Santo de Minas,MG,42.15,48.17,46.3
São Carlos do Ivaí,PR,78.29,78.54,46.3
São Francisco,SE,34.78,41.56,46.3
Taquaruçu do Sul,RS,83.35,80.0,46.3
Machados,PE,86.88,80.0,46.3
Sítio do Quinto,BA,44.05,49.83,46.3
Pavussu,PI,66.32,68.54,46.3
Nova Alvorada,RS,93.53,80.0,46.2
Pedras Altas,RS,64.71,67.21,46.2
Itapuca,RS,80.62,80.0,46.2
Areia Branca,SE,27.09,34.29,46.2
Antônio Olinto,PR,91.41,80.0,46.2
Aparecida de Goiânia,GO,60.67,63.87,46.2
Itambacuri,MG,53.64,56.29,46.2
Santa Margarida do Sul,RS,42.41,48.4,46.2
Terra Santa,PA,70.72,72.19,46.2
Capela,SE,33.52,40.4,46.2
São Pedro do Sul,RS,80.9,77.57,46.2
Amélia Rodrigues,BA,37.49,44.02,46.1
Imperatriz,MA,45.19,50.82,46.1
São João da Varjota,PI,53.64,58.01,46.1
Salto Veloso,SC,85.44,80.0,46.1
José Boiteux,SC,37.11,43.68,46.1
Conceição do Coité,BA,28.58,35.73,46.1
Santana do Manhuaçu,MG,90.59,80.0,46.1
Laguna Carapã,MS,83.01,80.0,46.0
Cutias,AP,47.0,52.37,46.0
Presidente Jânio Quadros,BA,30.41,37.48,46.0
Tapira,MG,56.1,60.07,46.0
Tuparetama,PE,77.11,77.54,46.0
Ituiutaba,MG,62.19,65.79,46.0
Limoeiro de Anadia,AL,43.45,49.3,46.0
Doverlândia,GO,78.21,78.47,46.0
Cacimbas,PB,32.54,39.49,46.0
Nepomuceno,MG,53.67,58.03,45.9
Barcelos,AM,54.48,53.75,45.9
Porciúncula,RJ,35.38,42.11,45.9
Manaquiri,AM,49.88,52.37,45.9
Poranga,CE,91.88,80.0,45.9
Carmo do Rio Claro,MG,63.2,65.96,45.9
Ubá,MG,65.24,67.05,45.9
Boa Esperança do Iguaçu,PR,75.0,75.76,45.9
Caracol,PI,60.97,64.12,45.8
Paraty,RJ,50.72,55.55,45.8
Honório Serpa,PR,55.98,59.97,45.8
Jaguaruna,SC,50.36,48.39,45.8
Rio Negrinho,SC,61.53,63.42,45.8
Ponto Belo,ES,81.8,80.0,45.8
Vilhena,RO,65.62,67.96,45.8
Xavantina,SC,71.58,72.9,45.8
Jaramataia,AL,36.05,42.72,45.8
Santa Rita do Araguaia,GO,78.75,78.93,45.7
Senador Cortes,MG,42.11,48.13,45.7
Corumbataí do Sul,PR,87.28,80.0,45.7
Tapejara,RS,71.12,71.34,45.7
Capitão Andrade,MG,40.45,46.67,45.7
Capim Grosso,BA,26.2,33.41,45.7
Cacequi,RS,55.89,55.58,45.7
Belmonte,SC,72.9,74.01,45.7
Betânia,PE,70.45,71.97,45.7
Silvânia,GO,86.01,80.0,45.7
João Lisboa,MA,35.04,41.8,45.7
Boa Vista do Tupim,BA,33.4,40.29,45.6
Itacambira,MG,78.57,78.78,45.6
Baixa Grande,BA,36.29,42.94,45.6
Goiânia,GO,66.56,68.74,45.6
Galiléia,MG,47.26,52.6,45.6
Rio do Prado,MG,51.29,57.42,45.6
Bom Jardim,MA,93.9,80.0,45.6
Afonso Cláudio,ES,87.36,80.0,45.6
Encruzilhada,BA,41.87,47.92,45.5
Novo Oriente do Piauí,PI,69.0,70.76,45.5
Terra Alta,PA,41.96,48.0,45.5
Santana do São Francisco,SE,28.89,36.03,45.5
Tabatinga,AM,43.9,47.62,45.5
Santa Maria de Itabira,MG,54.64,58.85,45.5
Jatobá,PE,76.14,76.72,45.5
Terezópolis de Goiás,GO,57.84,61.52,45.4
Queluzito,MG,61.54,64.59,45.4
Bodoquena,MS,44.62,50.32,45.4
Patos do Piauí,PI,81.59,80.0,45.4
Três Barras,SC,51.14,54.77,45.3
Ronda Alta,RS,78.8,76.01,45.3
Felício dos Santos,MG,82.12,80.0,45.3
Guaramirim,SC,70.78,71.87,45.3
Virginópolis,MG,44.13,49.9,45.3
Astolfo Dutra,MG,74.88,75.66,45.3
Presidente Dutra,MA,54.77,58.95,45.3
Mutuípe,BA,58.37,61.96,45.3
Itabirito,MG,55.59,63.29,45.3
João Alfredo,PE,56.99,60.81,45.3
Piracuruca,PI,75.64,76.3,45.2
Calmon,SC,62.96,65.76,45.2
Unaí,MG,55.92,60.33,45.2
Paineiras,MG,78.95,79.1,45.2
Primavera,PA,48.96,54.05,45.2
Gongogi,BA,27.74,34.92,45.2
Niquelândia,GO,72.84,73.95,45.1
São José dos Campos,SP,57.69,61.18,45.1
Pedra do Anta,MG,85.38,80.0,45.1
Mantena,MG,49.94,54.88,45.1
Pingo-d'Água,MG,34.7,41.49,45.1
Guaíba,RS,50.14,54.7,45.1
Itumbiara,GO,69.78,71.41,45.1
Piatã,BA,42.2,48.21,45.1
Piedade do Rio Grande,MG,29.38,36.5,45.0
Chapada de Areia,TO,50.0,54.93,45.0
Santa Cruz da Vitória,BA,45.13,50.76,45.0
Touros,RN,24.96,31.91,45.0
Planaltina,GO,65.51,67.87,45.0
Codó,MA,46.94,52.32,45.0
Palmelo,GO,28.57,35.72,45.0
Caldazinha,GO,72.02,73.27,45.0
Bela Vista de Goiás,GO,61.22,64.32,45.0
Machacalis,MG,62.01,64.98,45.0
Campo Novo do Parecis,MT,60.75,65.16,44.9
Santo Antônio do Grama,MG,82.71,80.0,44.9
Gameleira de Goiás,GO,98.15,80.0,44.9
Manoel Vitorino,BA,39.54,45.86,44.9
Maria da Fé,MG,60.99,64.13,44.9
Itanhangá,MT,89.0,80.0,44.9
Regeneração,PI,40.89,47.06,44.9
Pinheiros,ES,77.7,77.69,44.9
Araçagi,PB,64.03,66.65,44.9
Loanda,PR,72.42,73.6,44.8
Curralinhos,PI,32.63,39.57,44.8
Pacatuba,CE,75.66,76.63,44.8
Nossa Senhora das Graças,PR,79.15,79.27,44.8
Nova Alvorada do Sul,MS,37.23,43.79,44.8
Alcobaça,BA,45.33,50.94,44.8
Altônia,PR,70.4,71.92,44.8
Piraúba,MG,72.98,75.54,44.8
Cururupu,MA,65.83,68.14,44.8
Rondolândia,MT,52.41,36.18,44.8
Três Barras do Paraná,PR,79.37,79.46,44.8
Bom Repouso,MG,56.55,60.44,44.7
Palmeirândia,MA,42.07,48.1,44.7
